title,journal,year,citation,citation_per_year,author,URL
Deep learning in spiking neural networks,Neural Networks,2019,325,108,"['A Tavanaei', 'M Ghodrati', 'SR Kheradpisheh']",https://arxiv.org/pdf/1804.08150
Bayesian quicknat: model uncertainty in deep whole-brain segmentation for structure-wise quality control,NeuroImage,2019,33,11,"['AG Roy', 'S Conjeti', 'N Navab', 'C Wachinger']",https://arxiv.org/pdf/1811.09800
Scalable multimodal convolutional networks for brain tumour segmentation,… Conference on Medical …,2017,43,8,"['L Fidon', 'W Li', 'LC Garcia-Peraza-Herrera']",https://arxiv.org/pdf/1706.08124
Landmark-based deep multi-instance learning for brain disease diagnosis,Medical image analysis,2018,157,39,"['M Liu', 'J Zhang', 'E Adeli', 'D Shen']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6203325/
The state of the art of deep learning models in medical science and their challenges,Multimedia Systems,2020,11,5,"['C Bhatt', 'I Kumar', 'V Vijayakumar', 'KU Singh']",https://www.researchgate.net/profile/Chandradeep_Bhatt/publication/344628869_The_state_of_the_art_of_deep_learning_models_in_medical_science_and_their_challenges/links/5f85813692851c14bcc3a6d8/The-state-of-the-art-of-deep-learning-models-in-medical-science-and-their-challenges.pdf
Application of deep learning in detecting neurological disorders from magnetic resonance images: a survey on the detection of Alzheimer's disease …,Brain informatics,2020,21,10,"['MBT Noor', 'NZ Zenia', 'MS Kaiser', 'S Al Mamun']",https://link.springer.com/article/10.1186/s40708-020-00112-2
Automated segmentation of hyperintense regions in FLAIR MRI using deep learning,Tomography,2016,47,7,"['P Korfiatis', 'TL Kline', 'BJ Erickson']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5215737/
Neural encoding and decoding with deep learning for dynamic natural vision,Cerebral Cortex,2018,136,34,"['H Wen', 'J Shi', 'Y Zhang', 'KH Lu', 'J Cao', 'Z Liu']",https://academic.oup.com/cercor/article/28/12/4136/4560155
How to do backpropagation in a brain,Invited talk at the NIPS'2007 deep learning workshop,2007,38,2,['G Hinton'],http://www.cs.toronto.edu/~hinton/backpropincortex2007.pdf
Deep-learning convolutional neural networks accurately classify genetic mutations in gliomas,American Journal …,2018,168,42,"['P Chang', 'J Grinband', 'BD Weinberg']",http://www.ajnr.org/content/ajnr/39/7/1201.full.pdf
Deep learning-guided estimation of attenuation correction factors from time-of-flight PET emission data,Medical Image Analysis,2020,17,8,"['H Arabi', 'H Zaidi']",https://www.hug.ch/sites/interhug/files/structures/pinlab/documents/mia2020.pdf
Deep convolutional neural networks for annotating gene expression patterns in the mouse brain,BMC bioinformatics,2015,52,7,"['T Zeng', 'R Li', 'R Mukkamala', 'J Ye', 'S Ji']",https://link.springer.com/article/10.1186/s12859-015-0553-9
3D deep convolutional neural network revealed the value of brain network overlap in differentiating autism spectrum disorder from healthy controls,International Conference on Medical Image …,2018,14,3,"['Y Zhao', 'F Ge', 'S Zhang', 'T Liu']",https://www.researchgate.net/profile/Yu_Zhao207/publication/327629268_3D_Deep_Convolutional_Neural_Network_Revealed_the_Value_of_Brain_Network_Overlap_in_Differentiating_Autism_Spectrum_Disorder_from_Healthy_Controls_21st_International_Conference_Granada_Spain_September/links/5c9a368892851cf0ae99df2b/3D-Deep-Convolutional-Neural-Network-Revealed-the-Value-of-Brain-Network-Overlap-in-Differentiating-Autism-Spectrum-Disorder-from-Healthy-Controls-21st-International-Conference-Granada-Spain-Septem.pdf
Deep multi-task multi-channel learning for joint classification and regression of brain status,International conference on medical …,2017,33,6,"['M Liu', 'J Zhang', 'E Adeli', 'D Shen']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5942232/
"Deep learning: the good, the bad, and the ugly",Annual review of vision science,2019,70,23,['T Serre'],https://www.annualreviews.org/doi/full/10.1146/annurev-vision-091718-014951
Computational biology: deep learning,Emerging Topics in Life …,2017,44,8,"['W Jones', 'K Alasoo', 'D Fishman']",https://portlandpress.com/emergtoplifesci/article/1/3/257/76782
Brain MRI image classification for cancer detection using deep wavelet autoencoder-based deep neural network,IEEE …,2019,77,25,"['PK Mallick', 'SH Ryu', 'SK Satapathy', 'S Mishra']",https://ieeexplore.ieee.org/iel7/6287639/6514899/08667628.pdf
A U-Net deep learning framework for high performance vessel segmentation in patients with cerebrovascular disease,Frontiers in …,2019,75,25,"['M Livne', 'J Rieger', 'OU Aydin', 'AA Taha']",https://www.frontiersin.org/articles/10.3389/fnins.2019.00097/full
Prospects for theranostics in neurosurgical imaging: empowering confocal laser endomicroscopy diagnostics via deep learning,Frontiers in …,2018,22,5,"['M Izadyyazdanabadi', 'E Belykh', 'MA Mooney']",https://www.frontiersin.org/articles/10.3389/fonc.2018.00240/full
Deep learning the eeg manifold for phonological categorization from active thoughts,ICASSP 2019-2019 IEEE …,2019,14,4,"['P Saha', 'S Fels', 'M Abdul-Mageed']",https://arxiv.org/pdf/1904.04358
Deep learning in medical image analysis,Annual review of biomedical …,2017,1879,375,"['D Shen', 'G Wu', 'HI Suk']",https://www.annualreviews.org/doi/full/10.1146/annurev-bioeng-071516-044442
Automatic Alzheimer's disease recognition from MRI data using deep learning method,Journal of Applied Mathematics and Physics,2017,31,6,"['S Luo', 'X Li', 'J Li']",https://www.scirp.org/journal/paperinformation.aspx?paperid=79613
Deep learning techniques for medical image segmentation: achievements and challenges,Journal of digital imaging,2019,321,107,"['MH Hesamian', 'W Jia', 'X He', 'P Kennedy']",https://link.springer.com/article/10.1007/s10278-019-00227-x
Deep learning approaches for detection and removal of ghosting artifacts in MR spectroscopy,Magnetic resonance in …,2018,35,8,"['SP Kyathanahally', 'A Döring']",https://boris.unibe.ch/111229/1/Kyathanahally_MRM_accepted.pdf
Cross-dataset variability problem in EEG decoding with deep learning,Frontiers in human …,2020,17,8,"['L Xu', 'M Xu', 'Y Ke', 'X An', 'S Liu', 'D Ming']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7188358/
AssemblyNet: A novel deep decision-making process for whole brain MRI segmentation,… Conference on Medical …,2019,12,4,"['P Coupé', 'B Mansencal', 'M Clément', 'R Giraud']",https://arxiv.org/pdf/1906.01862
Deep learning in radiology,Academic radiology,2018,165,41,"['MP McBee', 'OA Awan', 'AT Colucci', 'CW Ghobadi']",https://www.academicradiology.org/article/S1076-6332(18)30104-1/fulltext
Stacking denoising auto-encoders in a deep network to segment the brainstem on MRI in brain cancer patients: a clinical study,… Medical Imaging and …,2016,33,5,"['J Dolz', 'N Betrouni', 'M Quidet', 'D Kharroubi']",https://lilloa.univ-lille.fr/bitstream/handle/20.500.12210/34868/https:/hal.archives-ouvertes.fr/hal-01318076/document?sequence=1
Classification of computed tomography images in different slice positions using deep learning,Journal of healthcare engineering,2018,26,6,['H Sugimori'],https://www.hindawi.com/journals/jhe/2018/1753480/abs/
How much data is needed to train a medical image deep learning system to achieve necessary high accuracy?,arXiv preprint arXiv:1511.06348,2015,159,22,"['J Cho', 'K Lee', 'E Shin', 'G Choy', 'S Do']",https://arxiv.org/pdf/1511.06348
Deep learning-based feature representation for AD/MCI classification,International Conference on Medical Image Computing …,2013,337,37,"['HI Suk', 'D Shen']",https://link.springer.com/content/pdf/10.1007/978-3-642-40763-5_72.pdf
Early brain development in infants at high risk for autism spectrum disorder,Nature,2017,600,120,"['HC Hazlett', 'H Gu', 'BC Munsell', 'SH Kim', 'M Styner']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5336143/
Deep learning,nature,2015,39737,5676,"['Y LeCun', 'Y Bengio', 'G Hinton']",https://s3.us-east-2.amazonaws.com/hkg-website-assets/static/pages/files/DeepLearning.pdf
Transferring and generalizing deep-learning-based neural encoding models across subjects,NeuroImage,2018,17,4,"['H Wen', 'J Shi', 'W Chen', 'Z Liu']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5976558/
Deep collaborative learning with application to the study of multimodal brain development,IEEE Transactions on …,2019,13,4,"['W Hu', 'B Cai', 'A Zhang', 'VD Calhoun']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc8177041/
Prediction of disease progression in multiple sclerosis patients using deep learning analysis of MRI data,… with Deep Learning,2019,22,7,"['A Tousignant', 'P Lemaître', 'D Precup']",http://proceedings.mlr.press/v102/tousignant19a/tousignant19a.pdf
Deep learning for EEG data analytics: A survey,Concurrency and …,2020,18,9,"['G Li', 'CH Lee', 'JJ Jung', 'YC Youn']",https://www.researchgate.net/profile/Gen_Li69/publication/331250043_Deep_learning_for_EEG_data_analytics_A_survey/links/5c76701a458515831f7300c7/Deep-learning-for-EEG-data-analytics-A-survey.pdf
On instabilities of deep learning in image reconstruction and the potential costs of AI,Proceedings of the …,2020,93,46,"['V Antun', 'F Renna', 'C Poon', 'B Adcock']",https://www.pnas.org/content/pnas/117/48/30088.full.pdf
"Deep learning for healthcare: review, opportunities and challenges",Briefings in …,2018,993,248,"['R Miotto', 'F Wang', 'S Wang', 'X Jiang']",https://academic.oup.com/bib/article/19/6/1236/3800524
Learning to prune deep neural networks via layer-wise optimal brain surgeon,arXiv preprint arXiv:1705.07565,2017,204,40,"['X Dong', 'S Chen', 'SJ Pan']",https://arxiv.org/pdf/1705.07565
A novel end‐to‐end deep learning scheme for classifying multi‐class motor imagery electroencephalography signals,Expert …,2019,10,3,"['A Hassanpour', 'M Moradikia', 'H Adeli']",https://www.researchgate.net/profile/Ahmad_Hassanpour/publication/337716394_A_novel_end-to-end_deep_learning_scheme_for_classifying_multi-class_motor_imagery_electroencephalography_signals/links/5de67165299bf10bc33d3fb7/A-novel-end-to-end-deep-learning-scheme-for-classifying-multi-class-motor-imagery-electroencephalography-signals.pdf
Optimizing neuro-oncology imaging: a review of deep learning approaches for glioma imaging,Cancers,2019,35,11,"['MM Shaver', 'PA Kohanteb', 'C Chiou', 'MD Bardis']",https://www.mdpi.com/2072-6694/11/6/829/pdf
Anatomical context protects deep learning from adversarial perturbations in medical imaging,Neurocomputing,2020,10,5,"['Y Li', 'H Zhang', 'C Bermudez', 'Y Chen', 'BA Landman']",https://www.sciencedirect.com/science/article/am/pii/S0925231219315279
Identification of children at risk of schizophrenia via deep learning and EEG responses,IEEE journal of …,2020,10,5,"['DA Aristizabal', 'T Fernando', 'S Denman']",https://eprints.qut.edu.au/200002/1/09070217.pdf
Adversarial deep learning in EEG biometrics,IEEE signal …,2019,28,9,"['O Özdenizci', 'Y Wang', 'T Koike-Akino']",https://arxiv.org/pdf/1903.11673
Convolutional neural network–based automated segmentation of the spinal cord and contusion injury: Deep learning biomarker correlates of motor impairment in …,American Journal …,2019,21,7,"['DB McCoy', 'SM Dupont', 'C Gros']",http://www.ajnr.org/content/ajnr/40/4/737.full.pdf
Deep learning and its applications in biomedicine,"Genomics, proteomics & …",2018,252,63,"['C Cao', 'F Liu', 'H Tan', 'D Song', 'W Shu', 'W Li']",https://www.sciencedirect.com/science/article/pii/S1672022918300020
A survey: Time travel in deep learning space: An introduction to deep learning models and how deep learning models evolved from the initial ideas,arXiv preprint arXiv:1510.04781,2015,36,5,"['H Wang', 'B Raj']",https://arxiv.org/pdf/1510.04781
Investigating risk factors and predicting complications in deep brain stimulation surgery with machine learning algorithms,World neurosurgery,2020,14,7,"['F Farrokhi', 'QD Buchlak', 'M Sikora', 'N Esmaili']",https://opus.lib.uts.edu.au/bitstream/10453/136690/4/Binder1.pdf
Deep-learning-based imaging-classification identified cingulate island sign in dementia with Lewy bodies,Scientific reports,2019,27,9,"['T Iizuka', 'M Fukasawa', 'M Kameyama']",https://www.nature.com/articles/s41598-019-45415-5
Classification of Alzheimer's disease structural MRI data by deep learning convolutional neural networks,arXiv preprint arXiv:1607.06583,2016,33,5,"['S Sarraf', 'G Tofighi']",https://arxiv.org/pdf/1607.06583
Optimal feature selection-based medical image classification using deep learning model in internet of medical things,IEEE …,2020,80,40,"['RJS Raj', 'SJ Shobana', 'IV Pustokhina']",https://ieeexplore.ieee.org/iel7/6287639/8948470/09039644.pdf
EEG classification of driver mental states by deep learning,Cognitive neurodynamics,2018,69,17,"['H Zeng', 'C Yang', 'G Dai', 'F Qin', 'J Zhang']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6233328/
Deep learning in the biomedical applications: Recent and future status,Applied Sciences,2019,44,14,"['R Zemouri', 'N Zerhouni', 'D Racoceanu']",https://www.mdpi.com/2076-3417/9/8/1526/pdf
Deep learning tools for the measurement of animal behavior in neuroscience,Current opinion in neurobiology,2020,82,41,"['MW Mathis', 'A Mathis']",https://arxiv.org/pdf/1909.13868
Deep MR Brain Image Super-Resolution Using Spatio-Structural Priors,IEEE Transactions on …,2019,11,3,"['V Cherukuri', 'T Guo', 'SJ Schiff']",https://arxiv.org/pdf/1909.04572
Brain-inspired deep networks for image aesthetics assessment,arXiv preprint arXiv …,2016,65,10,"['Z Wang', 'S Chang', 'F Dolcos', 'D Beck', 'D Liu']",https://arxiv.org/pdf/1601.04155
"Deep learning for medical image processing: Overview, challenges and the future",Classification in BioApps,2018,432,108,"['MI Razzak', 'S Naz', 'A Zaib']",https://arxiv.org/pdf/1704.06825
Efficient classification of motor imagery electroencephalography signals using deep learning methods,Sensors,2019,25,8,"['I Majidov', 'T Whangbo']",https://www.mdpi.com/1424-8220/19/7/1736/pdf
Spike detection and sorting with deep learning,Journal of neural …,2020,16,8,"['M Rácz', 'C Liber', 'E Németh', 'R Fiáth']",http://real.mtak.hu/105141/1/Racz_et_al_JNE_2019.pdf
Constructing fine-granularity functional brain network atlases via deep convolutional autoencoder,Medical image …,2017,28,5,"['Y Zhao', 'Q Dong', 'H Chen', 'A Iraji', 'Y Li', 'M Makkie']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5654647/
The unreasonable effectiveness of deep learning in artificial intelligence,Proceedings of the National Academy of …,2020,72,36,['TJ Sejnowski'],https://www.pnas.org/content/117/48/30033?cct=2409&utm_source=TrendMD&utm_medium=cpc&utm_campaign=Proc_Natl_Acad_Sci_U_S_A_TrendMD_1
Brain Tumor Detection Using Deep Neural Network and Machine Learning Algorithm,2019 9th International Conference on …,2019,19,6,"['M Siar', 'M Teshnehlab']",https://www.researchgate.net/profile/Masoumeh_Siar/publication/338797226_Brain_Tumor_Detection_Using_Deep_Neural_Network_and_Machine_Learning_Algorithm/links/5e9494704585150839dada29/Brain-Tumor-Detection-Using-Deep-Neural-Network-and-Machine-Learning-Algorithm.pdf
Deep learning for cognitive neuroscience,arXiv preprint arXiv:1903.01458,2019,17,5,"['KR Storrs', 'N Kriegeskorte']",https://arxiv.org/pdf/1903.01458
Covidx-net: A framework of deep learning classifiers to diagnose covid-19 in x-ray images,arXiv preprint arXiv:2003.11055,2020,357,178,"['EED Hemdan', 'MA Shouman', 'ME Karar']",https://arxiv.org/pdf/2003.11055
Application of deep learning in automated analysis of molecular images in cancer: a survey,Contrast media & …,2017,42,8,"['Y Xue', 'S Chen', 'J Qin', 'Y Liu', 'B Huang']",https://www.hindawi.com/journals/cmmi/2017/9512370/abs/
Wavelet-enhanced convolutional neural network: a new idea in a deep learning paradigm,Biomedical …,2019,13,4,"['BA Savareh', 'H Emami', 'M Hajiabadi', 'SM Azimi']",https://elib.dlr.de/124225/1/Alizadeh_deGruyter2018.pdf
Deep learning in neuroradiology: A systematic review of current algorithms and approaches for the new wave of imaging technology,Radiology: Artificial …,2020,11,5,"['AD Yao', 'DL Cheng', 'I Pan', 'F Kitamura']",https://pubs.rsna.org/doi/pdf/10.1148/ryai.2020190026
Auto-ASD-network: a technique based on deep learning and support vector machines for diagnosing autism spectrum disorder using fMRI data,Proceedings of the 10th ACM International …,2019,12,4,"['T Eslami', 'F Saeed']",https://par.nsf.gov/servlets/purl/10140316
Adversarial similarity network for evaluating image alignment in deep learning based registration,International Conference on …,2018,61,15,"['J Fan', 'X Cao', 'Z Xue', 'PT Yap', 'D Shen']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6322551/
How to improve the deep residual network to segment multi-modal brain tumor images,IEEE Access,2019,13,4,"['Y Ding', 'C Li', 'Q Yang', 'Z Qin', 'Z Qin']",https://ieeexplore.ieee.org/iel7/6287639/8600701/08877710.pdf
Deep convolutional activation features for large scale brain tumor histopathology image classification and segmentation,"… on acoustics, speech …",2015,103,14,"['Y Xu', 'Z Jia', 'Y Ai', 'F Zhang', 'M Lai', 'I Eric']",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1064.9834&rep=rep1&type=pdf
Deep Learning for Neuroimaging-based Diagnosis and Rehabilitation of Autism Spectrum Disorder: A Review,arXiv preprint arXiv …,2020,15,7,"['M Khodatars', 'A Shoeibi', 'N Ghassemi', 'M Jafari']",https://arxiv.org/pdf/2007.01285
Automatic analysis of EEGs using big data and hybrid deep learning architectures,Frontiers in human …,2019,43,14,"['M Golmohammadi', 'AH Harati Nejad Torbati']",https://www.frontiersin.org/articles/10.3389/fnhum.2019.00076/full
Deep learning of imaging phenotype and genotype for predicting overall survival time of glioblastoma patients,IEEE transactions on …,2020,10,5,"['Z Tang', 'Y Xu', 'L Jin', 'A Aibaidula', 'J Lu']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7289674/
Deep learning applications in medical image analysis,Ieee Access,2017,674,134,"['J Ker', 'L Wang', 'J Rao', 'T Lim']",https://ieeexplore.ieee.org/iel7/6287639/6514899/08241753.pdf
Multi-site diagnostic classification of schizophrenia using discriminant deep learning with functional connectivity MRI,EBioMedicine,2018,100,25,"['LL Zeng', 'H Wang', 'P Hu', 'B Yang', 'W Pu', 'H Shen']",https://www.sciencedirect.com/science/article/pii/S2352396418301014
Using deep Siamese neural networks for detection of brain asymmetries associated with Alzheimer's disease and mild cognitive impairment,Magnetic resonance …,2019,13,4,"['CF Liu', 'S Padhy', 'S Ramachandran', 'VX Wang']",https://www.sciencedirect.com/science/article/am/pii/S0730725X19300086
Why deep learning is suddenly changing your life,Fortune. New York: Time Inc,2016,82,13,['R Parloff'],https://www.exponentialgoverning.com/uploads/7/4/8/2/74826303/the_ai_revolution__why_deep_learning_is_suddenly_changing_your_life.pdf
Deep learning algorithms for detection of critical findings in head CT scans: a retrospective study,The Lancet,2018,325,81,"['S Chilamkurthy', 'R Ghosh', 'S Tanamala', 'M Biviji']",https://www.mlgdansk.pl/wp-content/uploads/2019/06/MLGdansk63_27.05.19_PIIS0140673618316453.pdf
A deep learning approach for motor imagery EEG signal classification,2016 3rd Asia-Pacific …,2016,71,11,"['S Kumar', 'A Sharma', 'K Mamun']",https://core.ac.uk/download/pdf/143900524.pdf
Deep learning,CS229 Lecture Notes,2014,25,3,"['A Ng', 'J Ngiam', 'CY Foo', 'Y Mai']",https://www.cs.auckland.ac.nz/courses/compsci760s2c/lectures/Pat.d/2015.d/DeepLearning.pdf
A study of BFLOAT16 for deep learning training,arXiv preprint arXiv …,2019,66,22,"['D Kalamkar', 'D Mudigere', 'N Mellempudi', 'D Das']",https://arxiv.org/pdf/1905.12322
DeepFMRI: End-to-end deep learning for functional connectivity and classification of ADHD using fMRI,Journal of neuroscience methods,2020,23,11,"['A Riaz', 'M Asad', 'E Alonso', 'G Slabaugh']",https://openaccess.city.ac.uk/id/eprint/23201/1/
Deep learning in radiology: does one size fit all?,Journal of the American …,2018,76,19,"['BJ Erickson', 'P Korfiatis', 'TL Kline', 'Z Akkus']",https://www.sciencedirect.com/science/article/pii/S1546144017316721
Deep learning in radiology: an overview of the concepts and a survey of the state of the art,arXiv preprint arXiv …,2018,55,13,"['MA Mazurowski', 'M Buda', 'A Saha']",https://arxiv.org/pdf/1802.08717
Deep convolutional neural networks for brain computer interface using motor imagery,Imperial college of science …,2015,34,4,"['I Walker', 'M Deisenroth', 'A Faisal']",http://www.doc.ic.ac.uk/~mpd37/theses/DeepEEG_IanWalker2015.pdf
A deep learning approach for 18 F-FDG PET attenuation correction,EJNMMI …,2018,53,13,"['F Liu', 'H Jang', 'R Kijowski', 'G Zhao']",https://ejnmmiphys.springeropen.com/articles/10.1186/s40658-018-0225-8
Deep learning segmentation of optical microscopy images improves 3-D neuron reconstruction,IEEE transactions on medical …,2017,68,13,"['R Li', 'T Zeng', 'H Peng', 'S Ji']",https://par.nsf.gov/servlets/purl/10057753
High-resolution 3D MR fingerprinting using parallel imaging and deep learning,Neuroimage,2020,17,8,"['Y Chen', 'Z Fang', 'SC Hung', 'WT Chang', 'D Shen', 'W Lin']",https://www.sciencedirect.com/science/article/pii/S1053811919309206
Automated grading of gliomas using deep learning in digital pathology images: A modular approach with ensemble of convolutional neural networks,AMIA Annual Symposium Proceedings,2015,152,21,"['MG Ertosun', 'DL Rubin']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4765616/
Toward electrophysiology-based intelligent adaptive deep brain stimulation for movement disorders,…,2019,45,15,"['WJ Neumann', 'RS Turner', 'B Blankertz', 'T Mitchell']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6361070/
An overview of deep learning in medical imaging focusing on MRI,Zeitschrift für Medizinische Physik,2019,569,189,"['AS Lundervold', 'A Lundervold']",https://www.sciencedirect.com/science/article/pii/S0939388918301181
DeepDTI: High-fidelity six-direction diffusion tensor imaging using deep learning,NeuroImage,2020,15,7,"['Q Tian', 'B Bilgic', 'Q Fan', 'C Liao', 'C Ngamsombat', 'Y Hu']",https://www.sciencedirect.com/science/article/pii/S1053811920305036
Cancer diagnosis using deep learning: a bibliographic review,Cancers,2019,91,30,"['K Munir', 'H Elahi', 'A Ayub', 'F Frezza', 'A Rizzi']",https://www.mdpi.com/2072-6694/11/9/1235/pdf
Deep learning in medical image registration: a review,Physics in Medicine & …,2020,92,46,"['Y Fu', 'Y Lei', 'T Wang', 'WJ Curran', 'T Liu']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7759388/
DeepBehavior: A deep learning toolbox for automated analysis of animal and human behavior imaging data,Frontiers in systems …,2019,35,11,"['A Arac', 'P Zhao', 'BH Dobkin', 'ST Carmichael']",https://www.frontiersin.org/articles/10.3389/fnsys.2019.00020/full
TRAFIC: fiber tract classification using deep learning,Medical Imaging …,2018,15,3,"['PDN Lam', 'G Belhomme', 'J Ferrall']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5956534/
"Ensemble deep learning on large, mixed-site fMRI datasets in autism and other tasks",arXiv preprint arXiv:2002.07874,2020,14,7,"['M Leming', 'JM Górriz', 'J Suckling']",https://arxiv.org/pdf/2002.07874
Reconstructing undersampled photoacoustic microscopy images using deep learning,… on Medical Imaging,2020,14,7,"['A DiSpirito Iii', 'D Li', 'T Vu', 'M Chen']",https://arxiv.org/pdf/2006.00251
Student beats the teacher: deep neural networks for lateral ventricles segmentation in brain MR,Medical Imaging …,2018,15,3,"['M Ghafoorian', 'J Teuwen', 'R Manniesing']",https://arxiv.org/pdf/1801.05040
Deep learning for electroencephalogram (EEG) classification tasks: a review,Journal of neural engineering,2019,282,94,"['A Craik', 'Y He', 'JL Contreras-Vidal']",https://iopscience.iop.org/article/10.1088/1741-2552/ab0ab5/pdf
Deep learning: a review for the radiation oncologist,Frontiers in …,2019,40,13,"['L Boldrini', 'JE Bibault', 'C Masciocchi', 'Y Shen']",https://www.frontiersin.org/articles/10.3389/fonc.2019.00977/full
Deep neural networks on graph signals for brain imaging analysis,2017 IEEE International …,2017,21,4,"['Y Guo', 'H Nejati', 'NM Cheung']",https://arxiv.org/pdf/1705.04828
Segmentation of glioma tumors in brain using deep convolutional neural network,Neurocomputing,2018,110,27,"['S Hussain', 'SM Anwar', 'M Majid']",https://arxiv.org/pdf/1708.00377
Deep sleep maintains learning efficiency of the human brain,Nature …,2017,64,12,"['S Fattinger', 'TT de Beukelaar', 'KL Ruddy', 'C Volk']",https://www.nature.com/articles/ncomms15405
Deep graph similarity learning for brain data analysis,Proceedings of the 28th …,2019,10,3,"['G Ma', 'NK Ahmed', 'TL Willke', 'D Sengupta']",https://drive.google.com/file/d/1u-jW330gVfmv7KOCRRnOM67bHb2N0g5F/view
Recognition of early-onset schizophrenia using deep-learning method,Applied …,2017,20,4,"['S Han', 'W Huang', 'Y Zhang']",https://applied-informatics-j.springeropen.com/articles/10.1186/s40535-017-0044-3
State-space model with deep learning for functional dynamics estimation in resting-state fMRI,NeuroImage,2016,319,53,"['HI Suk', 'CY Wee', 'SW Lee', 'D Shen']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5437848/
Detection of Alzheimer's Disease and Dementia States Based on Deep Learning from MRI Images: A Comprehensive Review,Journal of the Institute of Electronics …,2020,14,7,"['E Altinkaya', 'K Polat', 'B Barakli']",https://iecscience.org/uploads/jpapers/202004/PNvujb9UuWJJY1fwVUOu0dfYOD5KPMNNYreICPZe.pdf
Deep learning with dynamic spiking neurons and fixed feedback weights,Neural computation,2017,45,9,"['A Samadi', 'TP Lillicrap', 'DB Tweed']",https://www.researchgate.net/profile/Timothy_Lillicrap/publication/312517329_Deep_Learning_with_Dynamic_Spiking_Neurons_and_Fixed_Feedback_Weights/links/5e7656afa6fdcccd6215a05a/Deep-Learning-with-Dynamic-Spiking-Neurons-and-Fixed-Feedback-Weights.pdf
Improving arterial spin labeling by using deep learning,Radiology,2018,50,12,"['KH Kim', 'SH Choi', 'SH Park']",https://pubs.rsna.org/doi/pdf/10.1148/radiol.2017171154
Association of genomic subtypes of lower-grade gliomas with shape features automatically extracted by a deep learning algorithm,Computers in biology and medicine,2019,44,14,"['M Buda', 'A Saha', 'MA Mazurowski']",https://arxiv.org/pdf/1906.03720
Deep learning approaches to biomedical image segmentation,Informatics in Medicine Unlocked,2020,62,31,"['IRI Haque', 'J Neubert']",https://www.sciencedirect.com/science/article/pii/S235291481930214X
Deep learning for healthcare applications based on physiological signals: A review,Computer methods and …,2018,453,113,"['O Faust', 'Y Hagiwara', 'TJ Hong', 'OS Lih']",http://shura.shu.ac.uk/21073/1/Deep%20learning%20for%20healthcare%20applications%20based%20on%20physiological%20signals%20a%20review.pdf
Diabetes detection using deep learning approach,… Journal for Innovative Research in Science …,2016,10,1,"['MTP Kamble', 'ST Patil']",https://www.academia.edu/download/47215416/IJIRSTV2I12141.pdf
A review: Deep learning for medical image segmentation using multi-modality fusion,Array,2019,126,42,"['T Zhou', 'S Ruan', 'S Canu']",https://www.sciencedirect.com/science/article/pii/S2590005619300049
A machine-learning approach to volitional control of a closed-loop deep brain stimulation system,Journal of neural …,2018,22,5,"['B Houston', 'M Thompson', 'A Ko']",https://iopscience.iop.org/article/10.1088/1741-2552/aae67f/pdf
Deep convolutional neural networks for brain image analysis on magnetic resonance imaging: a review,Artificial intelligence in …,2019,166,55,"['J Bernal', 'K Kushibar', 'DS Asfaw', 'S Valverde']",https://arxiv.org/pdf/1712.03747
Synthesized 7T MRI from 3T MRI via deep learning in spatial and wavelet domains,Medical image analysis,2020,13,6,"['L Qu', 'Y Zhang', 'S Wang', 'PT Yap', 'D Shen']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7237331/
NiftyNet: a deep-learning platform for medical imaging,Computer methods and …,2018,380,95,"['E Gibson', 'W Li', 'C Sudre', 'L Fidon', 'DI Shakir']",https://www.sciencedirect.com/science/article/pii/S0169260717311823
Deep learning with Keras,NA,2017,758,151,"['A Gulli', 'S Pal']",https://www.buildingpolicy.net/files/webform/pdf-deep-learning-with-keras-antonio-gulli-sujit-pal-pdf-download-free-book-f75da68.pdf
Automatic assessment of glioma burden: a deep learning algorithm for fully automated volumetric and bidimensional measurement,Neuro …,2019,58,19,"['K Chang', 'AL Beers', 'HX Bai', 'JM Brown', 'KI Ly']",https://academic.oup.com/neuro-oncology/article/21/11/1412/5514498
Diffusion mri signal augmentation: from single shell to multi shell with deep learning,International Conference on Medical …,2016,20,3,"['S Koppers', 'C Haarburger', 'D Merhof']",http://www.lfb.rwth-aachen.de/bibtexupload/pdf/KOP16d.pdf
