title,journal,year,citation,citation_per_year,author,URL
Extreme learning machine-based classification of ADHD using brain structural MRI data,PloS one,2013,141,15,"['X Peng', 'P Lin', 'T Zhang', 'J Wang']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0079476
A hybrid machine learning method for fusing fMRI and genetic data: combining both improves classification of schizophrenia,Frontiers in human …,2010,186,15,"['H Yang', 'J Liu', 'J Sui', 'G Pearlson']",https://www.frontiersin.org/articles/10.3389/fnhum.2010.00192/full
Supervised machine learning quality control for magnetic resonance artifacts in neonatal data sets,Human brain …,2019,10,3,"['Y Ding', 'S Suffren', 'P Bellec']",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.24449
A brain computer interface with online feedback based on magnetoencephalography,… on Machine learning,2005,85,5,"['TN Lal', 'M Schröder', 'NJ Hill', 'H Preissl']",https://pure.mpg.de/rest/items/item_1791649/component/file_3175253/content
Teaching brain-machine interfaces as an alternative paradigm to neuroprosthetics control,Scientific reports,2015,110,15,"['I Iturrate', 'R Chavarriaga', 'L Montesano', 'J Minguez']",https://www.nature.com/articles/srep13893
Machine learning: an algorithmic perspective,NA,2015,1831,261,['S Marsland'],http://dai.fmph.uniba.sk/courses/ICI/References/marsland.machine-learning.2ed.2015.pdf
"Promises, pitfalls, and basic guidelines for applying machine learning classifiers to psychiatric imaging data, with autism as an example",Frontiers in …,2016,62,10,"['P Kassraian-Fard', 'C Matthis', 'JH Balsters']",https://www.frontiersin.org/articles/10.3389/fpsyt.2016.00177/full
"Brain Tumor Classification Using Deep Learning Technique--A Comparison between Cropped, Uncropped, and Segmented Lesion Images with Different Sizes",arXiv preprint arXiv …,2020,24,12,"['AM Alqudah', 'H Alquraan', 'IA Qasmieh']",https://arxiv.org/pdf/2001.08844
Tensorflow: A system for large-scale machine learning,… on operating systems …,2016,13510,2251,"['M Abadi', 'P Barham', 'J Chen', 'Z Chen', 'A Davis']",https://www.usenix.org/system/files/conference/osdi16/osdi16-abadi.pdf
The non-invasive Berlin brain–computer interface: fast acquisition of effective performance in untrained subjects,NeuroImage,2007,883,58,"['B Blankertz', 'G Dornhege', 'M Krauledat', 'KR Müller']",http://wiki.commres.org/pds/BrainComputerInterface/The%20non-invasive%20Berlin%20Brain-Computer%20Interface.pdf
Deep into the brain: artificial intelligence in stroke imaging,Journal of stroke,2017,113,22,"['EJ Lee', 'YH Kim', 'N Kim', 'DW Kang']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5647643/
Brain intelligence: go beyond artificial intelligence,Mobile Networks and Applications,2018,640,160,"['H Lu', 'Y Li', 'M Chen', 'H Kim', 'S Serikawa']",https://arxiv.org/pdf/1706.01040
Near perfect neural critic from motor cortical activity toward an autonomously updating brain machine interface,2018 40th Annual …,2018,12,3,"['J An', 'T Yadav', 'MB Ahmadi']",https://www.biorxiv.org/content/biorxiv/early/2018/01/19/250316.full.pdf
Generative adversarial networks for the creation of realistic artificial brain magnetic resonance images,Tomography,2018,28,7,"['K Kazuhiro', 'RA Werner', 'F Toriumi', 'MS Javadi']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6299742/
Computer-aided diagnosis of human brain tumor through MRI: A survey and a new algorithm,Expert systems with …,2014,456,57,"['ESA El-Dahshan', 'HM Mohsen', 'K Revett']",https://translateyar.ir/wp-content/uploads/2018/12/9196-English.pdf
A deep evolutionary approach to bioinspired classifier optimisation for brain-machine interaction,Complexity,2019,20,6,"['JJ Bird', 'DR Faria', 'LJ Manso', 'A Ekárt', 'CD Buckingham']",https://www.hindawi.com/journals/complexity/2019/4316548/abs/
"Artificial intelligence, machine learning and health systems",Journal of global health,2018,135,33,"['T Panch', 'P Szolovits', 'R Atun']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6199467/
Support vector machine for analyzing contributions of brain regions during task-state fMRI,Frontiers in …,2019,11,3,"['M Wang', 'C Li', 'W Zhang', 'Y Wang', 'Y Feng']",https://www.frontiersin.org/articles/10.3389/fninf.2019.00010/full
"Learning in brain and machine—complexity, Gödel, Aristotle",Frontiers in Neurorobotics,2013,66,7,['L Perlovsky'],https://www.frontiersin.org/articles/10.3389/fnbot.2013.00023/full
The Berlin Brain-Computer Interface: Accurate performance from first-session in BCI-naive subjects,IEEE transactions on …,2008,345,24,"['B Blankertz', 'F Losch', 'M Krauledat']",http://doc.ml.tu-berlin.de/publications/publications/BlaLosKraDorCurMue08.pdf
Cross-sectional and longitudinal MRI brain scans reveal accelerated brain aging in multiple sclerosis,Frontiers in …,2019,29,9,"['EA Høgestøl', 'T Kaufmann', 'GO Nygaard']",https://www.frontiersin.org/articles/10.3389/fneur.2019.00450/full
The history of the future of the Bayesian brain,NeuroImage,2012,234,23,['K Friston'],https://www.sciencedirect.com/science/article/pii/S1053811911011657
Classifying cognitive states of brain activity via one-class neural networks with feature selection by genetic algorithms,… Journal of Machine Learning and …,2011,63,5,"['O Boehm', 'DR Hardoon', 'LM Manevitz']",https://www.researchgate.net/profile/Larry_Manevitz/publication/226088243_Classifying_cognitive_states_of_brain_activity_via_one-class_neural_networks_with_feature_selection_by_genetic_algorithms/links/0046351f84209ece2f000000.pdf
Improving transfer rates in brain computer interfacing: a case study,Advances in Neural …,2003,142,7,"['P Meinicke', 'M Kaper', 'F Hoppe', 'M Heumann']",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.415.8009&rep=rep1&type=pdf
Ascertaining the importance of neurons to develop better brain-machine interfaces,IEEE Transactions …,2004,139,7,"['JC Sanchez', 'JM Carmena', 'MA Lebedev']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.372.6046&rep=rep1&type=pdf
The Berlin Brain-Computer Interface: EEG-based communication without subject training,IEEE transactions on …,2006,414,25,"['B Blankertz', 'G Dornhege', 'M Krauledat']",https://www.academia.edu/download/46069183/the_berlin_brain_computer_interface_eeg_based_communication.pdf
Classification of brain tumors from MRI images using a convolutional neural network,Applied Sciences,2020,40,20,"['MM Badža', 'MČ Barjaktarović']",https://www.mdpi.com/2076-3417/10/6/1999/pdf
Learning mappings in brain machine interfaces with echo state networks,… .(ICASSP'05). IEEE …,2005,41,2,"['YN Rao', 'SP Kim', 'JC Sanchez']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.687.2254&rep=rep1&type=pdf
Accelerated brain aging in schizophrenia: a longitudinal pattern recognition study,American Journal of …,2016,197,32,"['HG Schnack', 'NEM Van Haren']",https://ajp.psychiatryonline.org/doi/pdf/10.1176/appi.ajp.2015.15070922
"Brain–machine interfaces: past, present and future",TRENDS in Neurosciences,2006,1999,124,"['MA Lebedev', 'MAL Nicolelis']",https://www.cs.rochester.edu/u/www/u/kautz/Courses/290Bspring2008/NeuroRobots/TiNS_2006.pdf
ERD-based online brain–machine interfaces (BMI) in the context of neurorehabilitation: optimizing BMI learning and performance,… on Neural Systems …,2011,69,6,"['SR Soekadar', 'M Witkowski', 'J Mellinger']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4884650/
Prediction of brain age suggests accelerated atrophy after traumatic brain injury,Annals of …,2015,213,30,"['JH Cole', 'R Leech', 'DJ Sharp']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/ana.24367
"A review on brain tumor diagnosis from MRI images: Practical implications, key achievements, and lessons learned",Magnetic resonance …,2019,39,13,"['MK Abd-Ellah', 'AI Awad', 'AAM Khalaf']",https://www.researchgate.net/profile/Ali_Ismail_Awad/publication/333621096_A_review_on_brain_tumor_diagnosis_from_MRI_images_Practical_implications_key_achievements_and_lessons_learned/links/5d75b985299bf1cb80930a65/A-review-on-brain-tumor-diagnosis-from-MRI-images-Practical-implications-key-achievements-and-lessons-learned.pdf
Parsing learning in networks using brain–machine interfaces,Current opinion in neurobiology,2017,17,3,"['AL Orsborn', 'B Pesaran']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5660637/
Brain-machine interfaces beyond neuroprosthetics,Neuron,2015,92,13,"['KA Moxon', 'G Foffani']",https://www.sciencedirect.com/science/article/pii/S0896627315002603
"Methods for estimating neural firing rates, and their application to brain–machine interfaces",Neural Networks,2009,96,7,"['JP Cunningham', 'V Gilja', 'SI Ryu', 'KV Shenoy']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2783748/
Advances in neuroprosthetic learning and control,PLoS Biol,2013,125,13,['JM Carmena'],https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1001561
A review of classification algorithms for EEG-based brain–computer interfaces: a 10 year update,Journal of neural …,2018,758,189,"['F Lotte', 'L Bougrain', 'A Cichocki', 'M Clerc']",https://hal.inria.fr/hal-01846433/document
Distinguishing difficulty levels with non-invasive brain activity measurements,IFIP Conference on …,2009,82,6,"['A Girouard', 'ET Solovey', 'LM Hirshfield']",https://link.springer.com/content/pdf/10.1007/978-3-642-03655-2_50.pdf
Minimizing calibration time for brain reading,Joint Pattern Recognition Symposium,2011,20,1,"['JH Metzen', 'SK Kim', 'EA Kirchner']",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.363.5539&rep=rep1&type=pdf
Adversarial domain adaptation for stable brain-machine interfaces,arXiv preprint arXiv …,2018,19,4,"['A Farshchian', 'JA Gallego', 'JP Cohen', 'Y Bengio']",https://arxiv.org/pdf/1810.00045
Methods Towards Invasive Human Brain Computer Interfaces.,NIPS,2004,234,13,"['TN Lal', 'T Hinterberger', 'G Widman', 'M Schröder', 'NJ Hill']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.64.8486&rep=rep1&type=pdf
Using machine learning to classify temporal lobe epilepsy based on diffusion MRI,Brain and …,2017,27,5,"['J Del Gaizo', 'N Mofrad', 'JH Jensen', 'D Clark']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/brb3.801
EEG source localization for brain-computer-interfaces,… . 2nd International IEEE …,2005,33,1,"['MG Wentrup', 'K Gramann', 'E Wascher']",https://sccn.ucsd.edu/~klaus/pubs/Wentrup%20etal%202007%20ProcIEEE.pdf
Forty years of structural brain imaging in mental disorders: is it clinically useful or not?,Dialogues in clinical …,2018,19,4,"['P Falkai', 'A Schmitt', 'N Andreasen']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6296397/
Predicting conversion from MCI to AD with FDG-PET brain images at different prodromal stages,Computers in biology …,2015,68,9,"['C Cabral', 'PM Morgado', 'DC Costa', 'M Silveira']",http://adni.loni.usc.edu/adni-publications/Predicting%20conversion%20from%20MCI%20to%20AD%20with%20FDG-PET%20brain%20images%20at%20different%20prodromal%20stages.pdf
Support vector machine learning‐based cerebral blood flow quantification for arterial spin labeling MRI,NA,2014,18,2,['Z Wang'],https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.22445
Machine learning EEG to predict cognitive functioning and processing speed over a 2-year period in multiple sclerosis patients and controls,Brain topography,2018,17,4,"['H Kiiski', 'L Jollans', 'SÓ Donnchadha', 'H Nolan']",https://www.researchgate.net/profile/Michael_Hutchinson2/publication/322764539_Machine_Learning_EEG_to_Predict_Cognitive_Functioning_and_Processing_Speed_Over_a_2-Year_Period_in_Multiple_Sclerosis_Patients_and_Controls/links/5a705866458515015e62ca56/Machine-Learning-EEG-to-Predict-Cognitive-Functioning-and-Processing-Speed-Over-a-2-Year-Period-in-Multiple-Sclerosis-Patients-and-Controls.pdf
Enhancing brain-machine interface (BMI) control of a hand exoskeleton using electrooculography (EOG),Journal of …,2014,57,7,"['M Witkowski', 'M Cortese']",https://jneuroengrehab.biomedcentral.com/articles/10.1186/1743-0003-11-165
Structural brain changes in medically refractory focal epilepsy resemble premature brain aging,Epilepsy research,2017,52,10,"['HR Pardoe', 'JH Cole', 'K Blackmon', 'T Thesen']",https://spiral.imperial.ac.uk/bitstream/10044/1/49994/2/hpardoe_epilepsy_brainage_20170508.pdf
Classification of CT brain images of head trauma,… Workshop on Pattern …,2007,50,3,"['T Gong', 'R Liu', 'CL Tan', 'N Farzad', 'CK Lee']",https://link.springer.com/content/pdf/10.1007/978-3-540-75286-8_38.pdf
A hybrid feature extraction method with regularized extreme learning machine for brain tumor classification,IEEE …,2019,60,20,"['A Gumaei', 'MM Hassan', 'MR Hassan', 'A Alelaiwi']",https://ieeexplore.ieee.org/iel7/6287639/8600701/08664160.pdf
An efficient P300-based brain–computer interface for disabled subjects,Journal of Neuroscience …,2008,929,66,"['U Hoffmann', 'JM Vesin', 'T Ebrahimi']",https://infoscience.epfl.ch/record/101093/files/manuscript.pdf
High-dimensional brain in a high-dimensional world: Blessing of dimensionality,Entropy,2020,17,8,"['AN Gorban', 'VA Makarov', 'IY Tyukin']",https://www.mdpi.com/1099-4300/22/1/82/htm
Application of the evidence framework to brain-computer interfaces,The 26th Annual …,2004,27,1,"['U Hoffmann', 'G Garcia', 'JM Vesin']",https://infoscience.epfl.ch/record/87133/files/Hoffmann2004_1096.pdf
"Separating generalized anxiety disorder from major depression using clinical, hormonal, and structural MRI data: A multimodal machine learning study",Brain and …,2017,35,7,"['K Hilbert', 'U Lueken', 'M Muehlhan']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/brb3.633
Brain age prediction using deep learning uncovers associated sequence variants,Nature …,2019,68,22,"['BA Jónsson', 'G Bjornsdottir', 'TE Thorgeirsson']",https://www.nature.com/articles/s41467-019-13163-9
Towards artificial intelligence in mental health by improving schizophrenia prediction with multiple brain parcellation ensemble-learning,npj …,2019,31,10,"['SV Kalmady', 'R Greiner', 'R Agrawal', 'V Shivakumar']",https://www.nature.com/articles/s41537-018-0070-8
Harnessing prefrontal cognitive signals for brain–machine interfaces,Trends in biotechnology,2017,21,4,"['BK Min', 'R Chavarriaga', 'JR Millán']",https://www.academia.edu/download/56220306/Min_2017_TIBTECH_final.pdf
Deep learning for brain tumor classification,Medical Imaging 2017 …,2017,63,12,"['JS Paul', 'AJ Plassard', 'BA Landman']",https://ir.vanderbilt.edu/xmlui/bitstream/handle/1803/12122/Paul.pdf?sequence=1&isAllowed=y
Proteomic and biological profiling of extracellular vesicles from Alzheimer's disease human brain tissues,Alzheimer's & …,2020,19,9,"['S Muraoka', 'AM DeLeo', 'MK Sethi']",https://alz-journals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alz.12089
Deep transfer learning for whole-brain FMRI analyses,… Theaters and Machine Learning in …,2019,10,3,"['AW Thomas', 'KR Müller', 'W Samek']",https://arxiv.org/pdf/1907.01953
Multi-classification of brain tumor images using deep neural network,IEEE Access,2019,89,29,"['HH Sultan', 'NM Salem', 'W Al-Atabany']",https://ieeexplore.ieee.org/iel7/6287639/8600701/08723045.pdf
A hybrid technique for automatic MRI brain images classification,Studia Univ. Babes-Bolyai …,2009,70,5,"['EA El-Dahshan', 'ABM Salem']",https://www.researchgate.net/profile/Istvan_Czibula/publication/40424027_A_Comparative_Analysis_of_Clustering_Algorithms_in_Aspect_Mining/links/00b7d53c419da208c7000000/A-Comparative-Analysis-of-Clustering-Algorithms-in-Aspect-Mining.pdf#page=56
"NeuCube: A spiking neural network architecture for mapping, learning and understanding of spatio-temporal brain data",Neural Networks,2014,303,37,['NK Kasabov'],https://www.researchgate.net/profile/Professor_Nikola_Kasabov/publication/260015399_NeuCube_A_spiking_neural_network_architecture_for_mapping_learning_and_understanding_of_spatio-temporal_brain_data/links/5fc2dc21299bf104cf8f92da/NeuCube-A-spiking-neural-network-architecture-for-mapping-learning-and-understanding-of-spatio-temporal-brain-data.pdf
Adversarial machine learning at scale,arXiv preprint arXiv:1611.01236,2016,1504,250,"['A Kurakin', 'I Goodfellow', 'S Bengio']",https://arxiv.org/pdf/1611.01236
Differentiating Alzheimer's disease from dementia with Lewy bodies using a deep learning technique based on structural brain connectivity,… in Medical Sciences,2019,18,6,"['A Wada', 'K Tsuruta', 'R Irie', 'K Kamagata']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6630050/
A boosting approach to P300 detection with application to brain-computer interfaces,Conference …,2005,109,6,"['U Hoffmann', 'G Garcia', 'JM Vesin']",https://infoscience.epfl.ch/record/87218/files/Hoffmann2005_1207.pdf
Toward an autonomous brain machine interface: integrating sensorimotor reward modulation and reinforcement learning,Journal of …,2015,56,8,"['BT Marsh', 'VSA Tarigoppula', 'C Chen']",https://www.jneurosci.org/content/jneuro/35/19/7374.full.pdf
Rey's Auditory Verbal Learning Test scores can be predicted from whole brain MRI in Alzheimer's disease,NeuroImage: Clinical,2017,80,16,"['E Moradi', 'I Hallikainen', 'T Hänninen', 'J Tohka']",https://www.sciencedirect.com/science/article/pii/S2213158216302480
Towards zero training for brain-computer interfacing,PloS one,2008,252,18,"['M Krauledat', 'M Tangermann', 'B Blankertz', 'KR Müller']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0002967
Classification and feature selection method for medical datasets by brain storm optimization algorithm and support vector machine,Procedia Computer …,2019,16,5,"['E Tuba', 'I Strumberger', 'T Bezdan', 'N Bacanin']",https://www.sciencedirect.com/science/article/pii/S1877050919320010/pdf?md5=afc6cbc5a04f3c5afe1fc1d9c445bbd7&pid=1-s2.0-S1877050919320010-main.pdf
Transdiagnostic brain mapping in developmental disorders,Current Biology,2020,19,9,"['R Siugzdaite', 'J Bathelt', 'J Holmes', 'DE Astle']",https://www.sciencedirect.com/science/article/pii/S0960982220301585
Machine-learning based classification of glioblastoma using delta-radiomic features derived from dynamic susceptibility contrast enhanced magnetic …,… imaging in medicine …,2019,18,6,"['J Jeong', 'L Wang', 'B Ji', 'Y Lei', 'A Ali', 'T Liu']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6685811/
Latent factors and dynamics in motor cortex and their application to brain–machine interfaces,Journal of …,2018,37,9,"['C Pandarinath', 'KC Ames', 'AA Russo']",https://www.jneurosci.org/content/jneuro/38/44/9390.full.pdf
Deep learning with mixed supervision for brain tumor segmentation,Journal of Medical …,2019,44,14,"['P Mlynarski', 'H Delingette', 'A Criminisi']",https://www.spiedigitallibrary.org/journals/journal-of-medical-imaging/volume-6/issue-3/034002/Deep-learning-with-mixed-supervision-for-brain-tumor-segmentation/10.1117/1.JMI.6.3.034002.pdf
Decoding post-stroke motor function from structural brain imaging,NeuroImage: Clinical,2016,57,9,"['JM Rondina', 'M Filippone', 'M Girolami', 'NS Ward']",https://www.sciencedirect.com/science/article/pii/S2213158216301346
Automated outcome classification of computed tomography imaging reports for pediatric traumatic brain injury,Academic …,2016,30,5,"['K Yadav', 'E Sarioglu', 'HA Choi']",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/acem.12859
Applications of machine learning in cancer prediction and prognosis,Cancer informatics,2006,942,58,"['JA Cruz', 'DS Wishart']",https://journals.sagepub.com/doi/pdf/10.1177/117693510600200030
Unsupervised adaptation of brain machine interface decoders,Frontiers in neuroscience,2012,36,3,"['T Gürel', 'C Mehring']",https://www.frontiersin.org/articles/10.3389/fnins.2012.00164/full
Python machine learning,NA,2015,864,123,['S Raschka'],https://raw.githubusercontent.com/rasbt/python-machine-learning-book/master/docs/equations/pymle-equations.pdf
"Adaptive and energy-efficient architectures for machine learning: Challenges, opportunities, and research roadmap",2017 IEEE Computer …,2017,36,7,"['M Shafique', 'R Hafiz', 'MU Javed', 'S Abbas']",https://nyuscholars.nyu.edu/en/publications/adaptive-and-energy-efficient-architectures-for-machine-learning-
Classification of magnetic resonance brain images using wavelets as input to support vector machine and neural network,Biomedical signal processing …,2006,597,37,"['S Chaplot', 'LM Patnaik', 'NR Jagannathan']",https://www.academia.edu/download/51128994/j.bspc.2006.05.00220161231-13092-1j91c18.pdf
Brain tumor segmentation with deep neural networks,Medical image …,2017,1985,397,"['M Havaei', 'A Davy', 'D Warde-Farley', 'A Biard']",https://arxiv.org/pdf/1505.03540
Brain tumor type classification via capsule networks,2018 25th IEEE …,2018,198,49,"['P Afshar', 'A Mohammadi']",https://arxiv.org/pdf/1802.10200
EEG-based brain-computer interfaces (BCIs): A survey of recent studies on signal sensing technologies and computational intelligence approaches and their …,… /ACM transactions on …,2021,39,39,"['X Gu', 'Z Cao', 'A Jolfaei', 'P Xu', 'D Wu']",https://arxiv.org/pdf/2001.11337
Automatic brain tumor grading from MRI data using convolutional neural networks and quality assessment,… machine learning in …,2018,24,6,"['S Pereira', 'R Meier', 'V Alves', 'M Reyes']",https://arxiv.org/pdf/1809.09468
The discipline of machine learning,NA,2006,637,39,['TM Mitchell'],http://ra.adm.cs.cmu.edu/anon/usr0/ftp/anon/ml/CMU-ML-06-108.pdf
Cross-trial prediction of treatment outcome in depression: a machine learning approach,The Lancet …,2016,358,59,"['AM Chekroud', 'RJ Zotti', 'Z Shehzad', 'R Gueorguieva']",https://memlab.yale.edu/sites/default/files/files/2016_Chekroud_etal_Lancet(1).pdf
Medical diagnosis of stroke using inductive machine learning,Machine Learning and …,1999,44,1,"['E Alexopoulos', 'GD Dounias']",https://www.researchgate.net/profile/Georgios_Dounias/publication/2819899_Medical_Diagnosis_Of_Stroke_Using_Inductive_Machine_Learning/links/0fcfd51407a635db88000000/Medical-Diagnosis-Of-Stroke-Using-Inductive-Machine-Learning.pdf
Using deep autoencoders to identify abnormal brain structural patterns in neuropsychiatric disorders: A large‐scale multi‐sample study,Human brain mapping,2019,42,14,"['WHL Pinaya', 'A Mechelli', 'JR Sato']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.24423
Brain age predicts mortality,Molecular …,2018,263,65,"['JH Cole', 'SJ Ritchie', 'ME Bastin', 'MCV Hernández']",https://www.nature.com/articles/mp201762
Brain cancer imaging phenomics toolkit (brain-CaPTk): an interactive platform for quantitative analysis of glioblastoma,International MICCAI …,2017,19,3,"['S Rathore', 'S Bakas', 'S Pati', 'H Akbari', 'R Kalarot']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5934754/
Multi-centre diagnostic classification of individual structural neuroimaging scans from patients with major depressive disorder,Brain,2012,159,15,"['B Mwangi', 'KP Ebmeier', 'K Matthews', 'J Douglas Steele']",https://academic.oup.com/brain/article/135/5/1508/310039
A self-adaptive online brain–machine interface of a humanoid robot through a general type-2 fuzzy inference system,IEEE Transactions on …,2016,77,12,"['J Andreu-Perez', 'F Cao', 'H Hagras']",http://repository.essex.ac.uk/18637/1/AndreuBCI.pdf
Confused or not confused? Disentangling brain activity from EEG data using bidirectional LSTM recurrent neural networks,Proceedings of the 8th ACM …,2017,26,5,"['Z Ni', 'AC Yuksel', 'X Ni', 'MI Mandel', 'L Xie']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5620019/
The development of brain-machine interface neuroprosthetic devices,Neurotherapeutics,2008,148,10,"['PG Patil', 'DA Turner']",https://link.springer.com/content/pdf/10.1016/j.nurt.2007.11.002
Information systems opportunities in brain–machine interface decoders,Proceedings of the …,2014,73,9,"['JC Kao', 'SD Stavisky', 'D Sussillo']",https://web.stanford.edu/~shenoy/GroupPublications/KaoEtAlProcIEEE2014.pdf
Machine learning and data mining,Communications of the ACM,1999,593,25,['TM Mitchell'],https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.39.9575&rep=rep1&type=pdf
Diagnosis of traumatic brain injury using miRNA signatures in nanomagnetically isolated brain-derived extracellular vesicles,Lab on a Chip,2018,22,5,"['J Ko', 'M Hemphill', 'Z Yang', 'E Sewell', 'YJ Na']",https://pubs.rsc.org/lv/content/getauthorversionpdf/C8LC00672E
Unscented Kalman filter for brain-machine interfaces,PloS one,2009,195,15,"['Z Li', ""JE O'Doherty"", 'TL Hanson', 'MA Lebedev']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0006243
Brain differences between men and women: Evidence from deep learning,Frontiers in neuroscience,2019,36,12,"['J Xin', 'Y Zhang', 'Y Tang', 'Y Yang']",https://www.frontiersin.org/articles/10.3389/fnins.2019.00185/full?report=reader
Classification and characterisation of brain network changes in chronic back pain: A multicenter study,Wellcome open …,2018,40,10,"['H Mano', 'G Kotecha', 'K Leibnitz', 'T Matsubara']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5930551/
Brain-controlled robots,NA,2008,11,0,['JR Millan'],https://infoscience.epfl.ch/record/146170/files/millan_2008_is.pdf
Local-learning-based neuron selection for grasping gesture prediction in motor brain machine interfaces,Journal of neural …,2013,18,2,"['K Xu', 'Y Wang', 'Y Wang', 'F Wang', 'Y Hao']",https://www.academia.edu/download/32987076/Xu_et_al._-_2013_-_Local-learning-based_neuron_selection_for_grasping_gesture_prediction_in_motor_brain_machine_interfaces.pdf
Brain inspired reinforcement learning,Advances in neural information …,2004,27,1,"['F Rivest', 'Y Bengio', 'J Kalaska']",http://www.iro.umontreal.ca/~lisa/bib/pub_subject/rules/pointeurs/RivestNIPS2004.pdf
Increased brain-predicted aging in treated HIV disease,Neurology,2017,131,26,"['JH Cole', 'J Underwood', 'MWA Caan', 'D De Francesco']",https://psycnet.apa.org/record/2017-15309-011
Predicting age using neuroimaging: innovative brain ageing biomarkers,Trends in neurosciences,2017,242,48,"['JH Cole', 'K Franke']",https://personalpages.manchester.ac.uk/staff/fumie.costen/pastwork/DATA/readingmaterial/healthybrainageingAI1.pdf
Applications of supervised machine learning in autism spectrum disorder research: a review,Review Journal of …,2019,50,16,"['KK Hyde', 'MN Novack', 'N LaHaye']",https://link.springer.com/article/10.1007/s40489-019-00158-x
Brain–machine interfaces in neurorehabilitation of stroke,Neurobiology of …,2015,248,35,"['SR Soekadar', 'N Birbaumer', 'MW Slutzky']",https://www.sciencedirect.com/science/article/pii/S0969996114003714
Neuroscience: Illuminating the brain,Nature News,2010,40,3,['L Buchen'],http://syntheticneurobiology.org/PDFs/news.100507.nature.pdf
Support vector machine classification and characterization of age-related reorganization of functional brain networks,Neuroimage,2012,164,16,"['TB Meier', 'AS Desphande', 'S Vergun', 'VA Nair', 'J Song']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3288439/
Predicting brain age with deep learning from raw imaging data results in a reliable and heritable biomarker,NeuroImage,2017,329,65,"['JH Cole', 'RPK Poudel', 'D Tsagkrasoulis', 'MWA Caan']",https://arxiv.org/pdf/1612.02572
Backpropagation and the brain,Nature Reviews …,2020,150,75,"['TP Lillicrap', 'A Santoro', 'L Marris', 'CJ Akerman']",https://brainscan.uwo.ca/research/cores/computational_core/uploads/11May2020-Lillicrap_NatNeuroRev_2020.pdf
Imaging patterns of brain development and their relationship to cognition,Cerebral …,2015,156,22,"['G Erus', 'H Battapady', 'TD Satterthwaite']",https://academic.oup.com/cercor/article/25/6/1676/302048?keytype=ref&ijkey=sIiTaSlWxv2hR1I
Gumpy: a Python toolbox suitable for hybrid brain–computer interfaces,Journal of neural …,2018,23,5,"['Z Tayeb', 'N Waniek', 'J Fedjaev']",https://elib.dlr.de/121742/1/Gumpy.pdf
Increasing information transfer rates for brain-computer interfacing,NA,2006,45,2,['G Dornhege'],https://publishup.uni-potsdam.de/files/671/dornhege_diss.pdf
Transfer learning for Brain–Computer interfaces: A Euclidean space data alignment approach,IEEE Transactions on Biomedical Engineering,2019,53,17,"['H He', 'D Wu']",https://arxiv.org/pdf/1808.05464
A novel deep learning based multi-class classification method for Alzheimer's disease detection using brain MRI data,International conference on brain informatics,2017,62,12,"['J Islam', 'Y Zhang']",https://www.academia.edu/download/55450517/B237_final.pdf
A survey of machine learning for big data processing,EURASIP Journal on Advances in …,2016,540,90,"['J Qiu', 'Q Wu', 'G Ding', 'Y Xu', 'S Feng']",https://link.springer.com/article/10.1186/s13634-016-0355-x
Support vector machine technique for EEG signals,International Journal of Computer …,2013,46,5,"['P Bhuvaneswari', 'JS Kumar']",https://www.academia.edu/download/34835658/Support_Vector_Machine_Technique_for_EEG_Signals.pdf
